index,analysis_type,feature_set,detail,features,n_features_mean,n_features_std,top25_threshold_train_mean,top25_threshold_train_std,positive_rate_test_mean,positive_rate_test_std,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,balanced_accuracy_mean,balanced_accuracy_std
10,demographics_subset,demo_Pct_Age_15_34,Pct_Age_15_34,"previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34",16.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8031726110326585,0.01307900709759603,0.8932368556623917,0.021671227735030794,0.7157744767262798,0.040996747763341695,0.652904077032559,0.05946283155861413,0.7947473976283526,0.022940596520293757,0.8323036632613858,0.01960610715746905
11,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size,"Pct_Age_15_34, Avg_Household_Size","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size",17.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8022818000792302,0.012054358190177906,0.8929159074743265,0.021305055679076926,0.7174125375647783,0.03749245801437228,0.6567439535016014,0.05394945257811034,0.7926197380538845,0.02426664994774008,0.8326101395171536,0.019118620108438605
12,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_Daytime_Population_Pressure,"Pct_Age_15_34, Avg_Household_Size, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, Daytime_Population_Pressure",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8010313232935153,0.012717789935874016,0.8924699786668182,0.02142138288541467,0.7194388718965514,0.039117780417485905,0.6586345136345135,0.05554132716848179,0.7948419602761068,0.025584431065924482,0.8340746075187241,0.020154424880481907
13,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_Unemployment_Rate,"Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.7997373592588005,0.012183665515819637,0.8918424965412715,0.021063434235186404,0.7243822619973134,0.04323166883038432,0.6610323184231666,0.058528382047080246,0.803112315373603,0.02635679226372114,0.8382000766119502,0.02145613800714578
14,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.7998381192244738,0.012019787816176707,0.8915267239232275,0.020695704854992496,0.7221041655141058,0.039607442182877026,0.6631487164888996,0.05367340882598007,0.7943875829912085,0.027895754509971674,0.8352567459096164,0.020303561544478425
15,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8008494203752903,0.010067347571815165,0.8919290908761368,0.020700100629647625,0.7229227553981472,0.03915154622554145,0.6632529870212523,0.056176760063064095,0.7970283139078015,0.03290541602959983,0.8361988478761054,0.02116648638054155
16,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",20.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8015687397827381,0.010651690021838774,0.8921354039964801,0.020639704757340966,0.725945836945221,0.03732737745130973,0.6682064056984662,0.05522405764320059,0.7968750572028206,0.02255972052965038,0.8375559112798874,0.017518890544066155
17,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_UrbanRural_Class,"Pct_Age_15_34, Avg_Household_Size, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, UrbanRural_Class",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8026864219354832,0.010141143671878954,0.8928914237318081,0.02109589385054696,0.7259307475598116,0.03337780321798917,0.666711875796737,0.05383738098344276,0.8000467937568022,0.030775690182720035,0.8384736631246037,0.016688613928544288
18,demographics_subset,demo_Pct_Age_15_34_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8025438992633209,0.010347240820493106,0.8927128921988355,0.02122985615335423,0.7271693450251917,0.03276188728896633,0.6668823247949461,0.050290639078888096,0.8022690159790244,0.03117008981270181,0.8395802500655234,0.017446424379416972
19,demographics_subset,demo_Pct_Age_15_34_Daytime_Population_Pressure,"Pct_Age_15_34, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Daytime_Population_Pressure",17.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8031761130335202,0.012859899888653164,0.8932701008218041,0.02172807366398935,0.7184705323550282,0.03978727727437572,0.6555326233526525,0.056025203420828604,0.7969696198505748,0.024086167213123233,0.8340927404741919,0.019966039163662783
20,demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate,"Pct_Age_15_34, Unemployment_Rate","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate",17.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8000052130503406,0.011578900518312615,0.892335593155422,0.020773490633416245,0.7238285187024533,0.04188781890356795,0.6613141835661309,0.05448234049960473,0.8008651243623669,0.029602130127644854,0.8373765843807384,0.02274505673709718
21,demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate_Daytime_Population_Pressure,"Pct_Age_15_34, Unemployment_Rate, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate, Daytime_Population_Pressure",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8009420714639907,0.011924471570665618,0.8919900127077754,0.020725136700163713,0.7218313714309295,0.035390789201820226,0.660875696008332,0.046259850014641724,0.7965152425656765,0.028624181032901645,0.8355851142367079,0.018882345489617553
22,demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate_UrbanRural_Class,"Pct_Age_15_34, Unemployment_Rate, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate, UrbanRural_Class",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8006199006991961,0.00976371348704075,0.8922543496968156,0.020708159726267647,0.7211413194465934,0.04061572226278311,0.6632429731804875,0.057631284540650744,0.7922599234167403,0.027969123193356267,0.8341242049098827,0.021626019597509046
23,demographics_subset,demo_Pct_Age_15_34_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.801993641971938,0.010048740233658112,0.8925616832391622,0.020569164910501075,0.727911308570151,0.03593322297768213,0.6696695422747007,0.05133265066550341,0.7991739077775333,0.026680806219247025,0.8390248797298705,0.018439406238278354
24,demographics_subset,demo_Pct_Age_15_34_UrbanRural_Class,"Pct_Age_15_34, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, UrbanRural_Class",17.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8040339666541236,0.010475141526739075,0.8934393336262966,0.021477678982681943,0.7277379172169143,0.035893935865454994,0.6668215716073674,0.05680180096961417,0.8043021129057385,0.028074945521415443,0.8402623396482243,0.016567793482333414
25,demographics_subset,demo_Pct_Age_15_34_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, UrbanRural_Class, Daytime_Population_Pressure",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8038714010767454,0.010385994631752608,0.8932546008367839,0.021474586918086663,0.7267626123276063,0.03699201567918643,0.6636205515637117,0.056913181819239766,0.8065243351279607,0.028089024490021614,0.8403376035969897,0.017188580869450798
26,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency,"Pct_Age_15_34, Youth_Dependency","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency",17.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8032761430575507,0.013585925553910893,0.8936268735487832,0.021795540396367694,0.7144395678542916,0.03831228589473288,0.6519934433141981,0.05571197277491124,0.7926197380538845,0.02426664994774008,0.8312303844692501,0.0188784563833236
27,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8018435259537371,0.011960413355136527,0.8930616214704127,0.021228258769224267,0.7173640686054605,0.035580888654693145,0.6564727023728963,0.05064646431956928,0.7926197380538845,0.02426664994774008,0.8326006905122518,0.0185527634717409
28,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Daytime_Population_Pressure",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8014635018290999,0.012985320247903926,0.8928712247174861,0.021458868445677882,0.7166271972506422,0.03656607843927855,0.6554252721829201,0.05293387328180167,0.7926197380538845,0.02426664994774008,0.8322567826266942,0.018557316020711947
29,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.7994240463170827,0.01231086316113081,0.8916619077375053,0.0208891546877098,0.7197515867229679,0.042582700360781676,0.6578622847531329,0.057577268907444676,0.7965152425656765,0.028624181032901645,0.8345480421036292,0.02202773446346685
30,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, Daytime_Population_Pressure",20.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.799535201516829,0.012394585435055009,0.8916062573117027,0.02059524824013601,0.7207244746316424,0.04081717026642037,0.6608594413076608,0.05538669230554883,0.7943875829912085,0.027895754509971674,0.8345349751967699,0.02127529964799932
31,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class",20.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8006154422060543,0.01032580694135374,0.8921124165700245,0.02085186774555032,0.7198244715305339,0.03598214800356128,0.6627671728211231,0.05441532423717635,0.7903795815363985,0.03023931799884935,0.8332329046294721,0.018816899153650896
32,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_Unemployment_Rate_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, Unemployment_Rate, UrbanRural_Class, Daytime_Population_Pressure",21.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8010067660569309,0.010670145684423735,0.8919455777881466,0.020857958796410607,0.7257746174903333,0.03561241392372935,0.6680628826423218,0.052458135488066,0.796857122907557,0.028996623213795675,0.8375569350155745,0.017446299184705954
33,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_UrbanRural_Class,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, UrbanRural_Class","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, UrbanRural_Class",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8024955599786321,0.01028599857143509,0.8931728832998435,0.02078713890818125,0.7261516678069098,0.03240477934199303,0.6688664601872149,0.05464354753593132,0.79782457153458,0.03117842891428357,0.8380694070083099,0.01563909138955076
34,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Avg_Household_Size_UrbanRural_Class_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Avg_Household_Size, UrbanRural_Class, Daytime_Population_Pressure",20.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8028300314944495,0.01021693010155692,0.893265284732955,0.0209508704968174,0.7253395687724238,0.030792035691347214,0.6671859394193155,0.051035449046161814,0.79782457153458,0.03117842891428357,0.8377015350643401,0.015778356677648514
35,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Daytime_Population_Pressure",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8031826975943014,0.01313310494390578,0.8935830311556854,0.021783181841196,0.7179500706547339,0.03548157516686098,0.6561048508441502,0.05254025747765231,0.7948669290651205,0.021297584018300245,0.8333803781323121,0.017003422376163566
36,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Unemployment_Rate,"Pct_Age_15_34, Youth_Dependency, Unemployment_Rate","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Unemployment_Rate",18.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.7993760189349854,0.012032017177021195,0.8921872672894103,0.02075535126759521,0.7204956995482991,0.04077496253378047,0.658878785630733,0.054375320307023293,0.7965152425656765,0.028624181032901645,0.8348675852662559,0.021772496552334764
37,demographics_subset,demo_Pct_Age_15_34_Youth_Dependency_Unemployment_Rate_Daytime_Population_Pressure,"Pct_Age_15_34, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure","previous_visit_month, previous_visit_season, latitude, longitude, orientation, wind_direction_previous, wind_speed_previous, region, sediment, tourist_business, road_network, previous_total_weight, days_between_visits, coastline_cleaned, width_length, Pct_Age_15_34, Youth_Dependency, Unemployment_Rate, Daytime_Population_Pressure",19.0,0.0,0.08356643945858648,0.0035548071224864664,0.23483238064017714,0.015298888549094562,0.8003219041892372,0.01239398860163472,0.8918975939316958,0.02068229491447366,0.7221582294818705,0.03783699785557217,0.6632481145688692,0.05224031065640787,0.7943875829912085,0.027895754509971674,0.835232522400584,0.019508118859659657
